transcript,GC_content,GA_content,AT_content,AC_content,A_content,C_content,G_content,T_content,length
PB2015.4896.1,0.480757844879,0.555358200118,0.519242155121,0.480757844879,0.277679100059,0.203078744819,0.277679100059,0.241563055062,1689
PB2015.10847.2,0.645390070922,0.459574468085,0.354609929078,0.526241134752,0.170212765957,0.356028368794,0.289361702128,0.184397163121,705
PB2015.6092.1,0.65306122449,0.52380952381,0.34693877551,0.510204081633,0.190476190476,0.319727891156,0.333333333333,0.156462585034,588
PB2015.6092.2,0.645951035782,0.529190207156,0.354048964218,0.504708097928,0.193973634652,0.310734463277,0.335216572505,0.160075329567,531
PB2015.10847.1,0.630208333333,0.463541666667,0.369791666667,0.513888888889,0.173611111111,0.340277777778,0.289930555556,0.196180555556,576
PB2015.4050.1,0.619295958279,0.486744893525,0.380704041721,0.500217296827,0.183833116037,0.316384180791,0.302911777488,0.196870925684,2301
PB2015.12659.1,0.448453608247,0.524054982818,0.551546391753,0.469072164948,0.272336769759,0.196735395189,0.251718213058,0.279209621993,1164
PB2015.12628.4,0.486356340289,0.514713750669,0.513643659711,0.531300160514,0.279828785447,0.251471375067,0.234884965222,0.233814874264,1869
PB2015.1248.2,0.504938271605,0.518518518519,0.495061728395,0.497530864198,0.255555555556,0.241975308642,0.262962962963,0.23950617284,810
PB2015.4545.1,0.561502347418,0.511737089202,0.438497652582,0.513615023474,0.231924882629,0.281690140845,0.279812206573,0.206572769953,1065
PB2015.1248.1,0.561111111111,0.547222222222,0.438888888889,0.486111111111,0.236111111111,0.25,0.311111111111,0.202777777778,360
PB2015.9581.4,0.405498281787,0.625429553265,0.594501718213,0.611683848797,0.415807560137,0.19587628866,0.209621993127,0.178694158076,291
PB2015.5750.5,0.665909090909,0.490151515152,0.334090909091,0.492424242424,0.158333333333,0.334090909091,0.331818181818,0.175757575758,1320
PB2015.5750.2,0.662601626016,0.49674796748,0.337398373984,0.484552845528,0.159349593496,0.325203252033,0.337398373984,0.178048780488,1230
PB2015.9581.3,0.389233954451,0.517080745342,0.610766045549,0.469461697723,0.298654244306,0.170807453416,0.218426501035,0.312111801242,1932
PB2015.8322.1,0.583569405099,0.497639282342,0.416430594901,0.524079320113,0.219074598678,0.305004721435,0.278564683664,0.197355996223,1059
